UBL_REFERENCENO,POLICY_STATUS,POLICY_STATUS_DATE
S810699,A,09/18/2024
S810272,A,09/18/2024
S812161,A,09/19/2024
S810984,A,09/19/2024
S811654,A,09/19/2024
S811389,A,09/19/2024
S811254,A,09/19/2024
S811959,A,09/19/2024
S812015,A,09/19/2024
S811865,A,09/19/2024
S811596,A,09/19/2024
S810952,A,09/19/2024
S810997,A,09/19/2024
S811237,A,09/19/2024
S810976,A,09/19/2024
S811595,A,09/20/2024
S810811,A,09/20/2024
S811204,A,09/20/2024
S812056,A,09/20/2024
S811178,A,09/20/2024
S810875,A,09/20/2024
S811845,A,09/20/2024
S811510,A,09/20/2024
S811499,A,09/20/2024
S810568,A,09/20/2024
S812168,A,09/20/2024
S811644,A,09/20/2024
S810521,A,09/20/2024
S810468,A,09/20/2024
S811325,A,09/20/2024
S811139,A,09/20/2024
S811420,A,09/20/2024
S811518,A,09/20/2024
S810572,A,09/20/2024
S811281,A,09/20/2024
S811134,A,09/20/2024
S811879,A,09/20/2024
S811324,A,09/20/2024
S810813,A,09/20/2024
S810937,A,09/20/2024
S811537,A,09/20/2024
S810988,A,09/20/2024
S811376,A,09/20/2024
S810736,A,09/20/2024
S810877,A,09/20/2024
S811412,A,09/20/2024
S811124,A,09/20/2024
S810838,A,09/20/2024
S811450,A,09/20/2024
S811980,A,09/20/2024
S811543,A,09/20/2024
S811498,A,09/23/2024
S811524,A,09/23/2024
S812009,A,09/23/2024
S811003,A,09/23/2024
S811920,A,09/23/2024
S811797,A,09/23/2024
S811405,A,09/23/2024
S811700,A,09/23/2024
S811086,A,09/23/2024
S812093,A,09/23/2024
S811740,A,09/23/2024
S812097,A,09/23/2024
S811581,A,09/23/2024
S811189,A,09/23/2024
S812053,A,09/23/2024
S811502,A,09/23/2024
S811421,A,09/23/2024
S811569,A,09/24/2024
S812379,A,09/24/2024
S810975,A,09/24/2024
S812390,A,09/24/2024
S812021,A,09/24/2024
S811181,A,09/24/2024
S811818,A,09/24/2024
S811217,A,09/24/2024
S812393,A,09/24/2024
S811308,A,09/24/2024
S805986,A,09/24/2024
S810586,A,09/24/2024
S812238,A,09/24/2024
S811940,A,09/24/2024
S811796,A,09/24/2024
S811766,A,09/24/2024
S811794,A,09/24/2024
S811782,A,09/24/2024
S812470,A,09/24/2024
S811954,A,09/24/2024
S810404,A,09/24/2024
S812209,A,09/24/2024
S811690,A,09/24/2024
S809775,A,09/24/2024
S811802,A,09/24/2024
S811730,A,09/24/2024
S811539,A,09/24/2024
S812231,A,09/24/2024
S812083,A,09/24/2024
S811598,A,09/24/2024
S811145,A,09/24/2024
S811550,A,09/24/2024
S811048,A,09/24/2024
S811349,A,09/24/2024
S811234,A,09/24/2024
S811156,A,09/24/2024
S811273,A,09/24/2024
S812402,A,09/24/2024
S812075,A,09/24/2024
S811667,A,09/24/2024
S810879,A,09/24/2024
S812052,A,09/24/2024
S812373,A,09/24/2024
S811484,A,09/24/2024
S811382,A,09/24/2024
S811074,A,09/24/2024
S811447,A,09/24/2024
S811691,A,09/24/2024
S811962,A,09/24/2024
S811885,A,09/24/2024
S811534,A,09/24/2024
S811128,A,09/24/2024
S811886,A,09/24/2024
S811647,A,09/24/2024
S812331,A,09/24/2024
S812374,A,09/24/2024
S812367,A,09/24/2024
S810837,A,09/24/2024
S810983,A,09/24/2024
S811283,A,09/24/2024
S812572,A,09/25/2024
S812076,A,09/25/2024
S812585,A,09/25/2024
S812456,A,09/25/2024
S812646,A,09/25/2024
S811854,A,09/25/2024
S811806,A,09/25/2024
S812462,A,09/25/2024
S812242,A,09/25/2024
S812664,A,09/25/2024
S811292,A,09/25/2024
S810882,A,09/25/2024
S812793,A,09/25/2024
S811860,A,09/25/2024
S812471,A,09/25/2024
S812346,A,09/25/2024
S812310,A,09/25/2024
S812642,A,09/25/2024
S811753,A,09/25/2024
S812382,A,09/25/2024
S812114,A,09/25/2024
S810301,A,09/25/2024
S812276,A,09/30/2024
S812186,A,09/25/2024
S812668,A,09/25/2024
S812548,A,09/25/2024
S812628,A,09/25/2024
S812249,A,09/25/2024
S812283,A,09/25/2024
S812511,A,09/25/2024
S812144,A,09/25/2024
S812509,A,09/25/2024
S811648,A,09/25/2024
S812352,A,09/25/2024
S812591,A,09/25/2024
S812264,A,09/25/2024
S812170,A,09/25/2024
S812821,A,09/25/2024
S812445,A,09/25/2024
S811170,A,09/25/2024
S811129,A,09/25/2024
S811390,A,09/25/2024
S810151,A,09/25/2024
S812620,A,09/25/2024
S811953,A,09/25/2024
S812465,A,09/25/2024
S812671,A,09/25/2024
S808579,A,09/25/2024
S811687,A,09/25/2024
S812152,A,09/26/2024
S812633,A,09/26/2024
S812708,A,09/26/2024
S812937,A,09/26/2024
S812700,A,09/26/2024
S813026,A,09/26/2024
S811941,A,09/26/2024
S812502,A,09/26/2024
S812852,A,09/26/2024
S812854,A,09/26/2024
S812825,A,09/26/2024
S811692,A,09/26/2024
S813227,A,09/26/2024
S812798,A,09/26/2024
S812282,A,09/26/2024
S812722,A,09/26/2024
S811961,A,09/26/2024
S812210,A,09/26/2024
S811603,A,09/26/2024
S812919,A,09/26/2024
S811012,A,09/26/2024
S812691,A,09/26/2024
S811817,A,09/26/2024
S811453,A,09/26/2024
S813122,A,09/26/2024
S813016,A,09/26/2024
S811975,A,09/26/2024
S812559,A,09/27/2024
S812401,A,09/27/2024
S812072,A,09/27/2024
S812279,A,09/27/2024
S810990,A,09/27/2024
S811867,A,09/27/2024
S812659,A,09/27/2024
S812607,A,09/27/2024
S810921,A,09/27/2024
S812364,A,09/27/2024
S810774,A,09/27/2024
S811492,A,09/27/2024
S812973,A,09/27/2024
S812122,A,09/27/2024
S812516,A,09/27/2024
S812016,A,09/27/2024
S812895,A,09/27/2024
S812493,A,09/27/2024
S811909,A,09/27/2024
S812991,A,09/27/2024
S812354,A,09/27/2024
S812662,A,09/27/2024
S812649,A,09/27/2024
S810194,A,09/27/2024
S811329,A,09/27/2024
S812455,A,09/27/2024
S811750,A,09/27/2024
S811029,A,09/27/2024
S810888,A,09/27/2024
S811173,A,09/27/2024
S812574,A,09/27/2024
S812117,A,09/27/2024
S811007,A,09/27/2024
S811163,A,09/27/2024
S812808,A,09/27/2024
S811147,A,09/27/2024
S811350,A,09/27/2024
S811332,A,09/27/2024
S813707,A,09/30/2024
S813020,A,09/30/2024
S813482,A,09/30/2024
S810066,A,09/30/2024
S813545,A,09/30/2024
S813182,A,09/30/2024
S813871,A,09/30/2024
S810274,A,09/30/2024
S813739,A,09/30/2024
S812806,A,09/30/2024
S811981,A,09/30/2024
S813873,A,09/30/2024
S813807,A,09/30/2024
S813745,A,09/30/2024
S813573,A,09/30/2024
S813408,A,09/30/2024
S813298,A,09/30/2024
S813237,A,09/30/2024
S813517,A,09/30/2024
S812106,A,09/30/2024
S812890,A,09/30/2024
S813767,A,09/30/2024
S813755,A,09/30/2024
S813590,A,09/30/2024
S812171,A,09/30/2024
S813215,A,09/30/2024
S810532,A,09/30/2024
S812045,A,09/30/2024
S813996,A,09/30/2024
S813604,A,09/30/2024
S813780,A,09/30/2024
S813331,A,09/30/2024
S813841,A,09/30/2024
S814046,A,09/30/2024
S813988,A,09/30/2024
S813153,A,09/30/2024
S812147,A,09/30/2024
S813161,A,09/30/2024
S813758,A,09/30/2024
S813257,A,09/30/2024
S814015,A,09/30/2024
S812532,A,09/30/2024
S812867,A,09/30/2024
S813591,A,09/30/2024
S813075,A,09/30/2024
S812882,A,09/30/2024
S813550,A,09/30/2024
S813470,A,09/30/2024
S812740,A,09/30/2024
S812773,A,09/30/2024
S813305,A,09/30/2024
S811066,A,09/30/2024
S813030,A,09/30/2024
S811958,A,09/30/2024
S811344,A,09/30/2024
S813356,A,09/30/2024
S810508,A,09/30/2024
S814022,A,09/30/2024
S813204,A,09/30/2024
S813031,A,09/30/2024
S813529,A,09/30/2024
S813222,A,09/30/2024
S813279,A,09/30/2024
S813904,A,09/30/2024
S813853,A,09/30/2024
S812495,A,09/30/2024
S813281,A,09/30/2024
S812978,A,09/30/2024
S813891,A,09/30/2024
S812827,A,09/30/2024
S812905,A,09/30/2024
S811914,A,09/30/2024
S813649,A,09/30/2024
S813424,A,09/30/2024
S813892,A,09/30/2024
S813684,A,09/30/2024
S814006,A,09/30/2024
S813109,A,09/30/2024
S813284,A,09/30/2024
S813783,A,09/30/2024
S813850,A,09/30/2024
S813322,A,09/30/2024
S812575,A,09/30/2024
S814000,A,09/30/2024
S810964,A,09/30/2024
S813708,A,09/30/2024
S813303,A,09/30/2024
S812105,A,09/30/2024
S811002,A,09/30/2024
S813605,A,09/30/2024
S809917,A,09/30/2024
S807870,A,09/30/2024
S811338,A,09/30/2024
S813695,A,09/30/2024
S813243,A,09/30/2024
S813633,A,09/30/2024
S812567,A,09/30/2024
S812828,A,09/30/2024
S811799,A,09/30/2024
S812969,A,09/30/2024
S812589,A,09/30/2024
S813096,A,09/30/2024
S812804,A,09/30/2024
S813463,A,09/30/2024
S813155,A,09/30/2024
S813293,A,09/30/2024
S812407,A,09/30/2024
S811192,A,09/30/2024
S812960,A,09/30/2024
S813165,A,09/30/2024
S812003,A,09/30/2024
S813411,A,09/30/2024
S812686,A,09/30/2024
S811585,A,09/30/2024
S813145,A,09/30/2024
S812487,A,09/30/2024
S811570,A,09/30/2024
S812896,A,09/30/2024
S812160,A,09/30/2024
S812817,A,09/30/2024
S813253,A,09/30/2024
S812681,A,09/30/2024
S812953,A,09/30/2024
S811111,A,09/30/2024
S812644,A,09/30/2024
S812563,A,09/30/2024
S813656,A,09/30/2024
S812169,A,09/30/2024
S812397,A,09/30/2024
S812728,A,09/30/2024
S812153,A,09/30/2024
S812674,A,09/30/2024
S813533,A,09/30/2024
S813536,A,09/30/2024
S813509,A,09/30/2024
S813490,A,09/30/2024
S813804,A,09/30/2024
S812570,A,09/30/2024
S811859,A,09/30/2024
S811015,A,09/30/2024
S813218,A,09/30/2024
S811746,A,09/30/2024
S812544,A,09/30/2024
S813323,A,09/30/2024
S808843,A,09/30/2024
S812843,A,09/30/2024
S813192,A,09/30/2024
S812739,A,09/30/2024
S813267,A,09/30/2024
S806105,A,09/30/2024
S812976,A,09/30/2024
S813098,A,09/30/2024
S812522,A,09/30/2024
S811843,A,09/30/2024
S812858,A,09/30/2024
S813072,A,09/30/2024
S812860,A,09/30/2024
S812883,A,09/30/2024
S812442,A,09/30/2024
S813190,A,09/30/2024
S812968,A,09/30/2024
S812608,A,09/30/2024
S813049,A,09/30/2024
S813266,A,09/30/2024
S813069,A,09/30/2024
S813554,A,09/30/2024
S813464,A,09/30/2024
S813660,A,09/30/2024
S812614,A,09/30/2024
S811069,A,09/30/2024
S813352,A,09/30/2024
S812431,A,09/30/2024
S813177,A,09/30/2024
S813206,A,09/30/2024
S812913,A,09/30/2024
S813567,A,09/30/2024
S813041,A,09/30/2024
S813275,A,09/30/2024
S811917,A,09/30/2024
S809550,A,09/30/2024
S813906,A,09/30/2024
S812908,A,09/30/2024
S813535,A,09/30/2024
S813451,A,09/30/2024
S813876,A,09/30/2024
S813643,A,09/30/2024
S812286,A,09/30/2024
S813317,A,09/30/2024
S813209,A,09/30/2024
S810737,A,09/30/2024
S813744,A,09/30/2024
S813613,A,09/30/2024
S813731,A,09/30/2024
S813228,A,09/30/2024
S813507,A,09/30/2024
S812643,A,09/30/2024
S813095,A,09/30/2024
S811454,A,09/30/2024
S811963,A,09/30/2024
S813596,A,09/30/2024
S813527,A,09/30/2024
S813290,A,09/30/2024
S813667,A,09/30/2024
S813919,A,09/30/2024
S813896,A,09/30/2024
S813255,A,09/30/2024
S811140,A,09/30/2024
S813920,A,09/30/2024
S813777,A,09/30/2024
S812600,A,09/30/2024
S812939,A,09/30/2024
S813733,A,09/30/2024
S813792,A,09/30/2024
S814045,A,09/30/2024
S813836,A,09/30/2024
S813447,A,09/30/2024
S812371,A,09/30/2024
S813607,A,09/30/2024
S813664,A,09/30/2024
S813313,A,09/30/2024
S813834,A,09/30/2024
S813907,A,09/30/2024
S813183,A,09/30/2024
S813902,A,09/30/2024
S813273,A,09/30/2024
S813822,A,09/30/2024
S813471,A,09/30/2024
S813268,A,09/30/2024
S813829,A,09/30/2024
S813428,A,09/30/2024
S813531,A,09/30/2024
S813589,A,09/30/2024
S813320,A,09/30/2024
S813363,A,09/30/2024
S813698,A,09/30/2024
S811650,A,09/30/2024
S813477,A,09/30/2024
S812406,A,09/30/2024
S813869,A,09/30/2024
S812515,A,09/30/2024
S813769,A,09/30/2024
S813362,A,09/30/2024
S812146,A,09/30/2024
S811107,A,09/30/2024
S810700,A,09/30/2024
S811277,A,09/30/2024
S811731,A,09/30/2024
S813814,A,09/30/2024
S813666,A,09/30/2024
S814021,A,09/30/2024
S813681,A,09/30/2024
S810207,A,09/30/2024
S813857,A,09/30/2024
S810872,A,09/30/2024
S813197,A,09/30/2024
S813640,A,09/30/2024
S812680,A,09/30/2024
S812958,A,09/30/2024
S812995,A,09/30/2024
S811166,A,09/30/2024
S813461,A,09/30/2024
S812191,A,09/30/2024
S811729,A,09/30/2024
S811008,A,09/30/2024
S813985,A,09/30/2024
S812162,A,09/30/2024
S813775,A,09/30/2024
S813774,A,09/30/2024
S811776,A,09/30/2024
S808224,A,09/30/2024
S812697,A,09/30/2024
S813341,A,09/30/2024
S813981,A,09/30/2024
S813947,A,09/30/2024
S813743,A,09/30/2024
S813504,A,09/30/2024
S813725,A,09/30/2024
S812822,A,09/30/2024
S812788,A,09/30/2024
S812403,A,09/30/2024
S810632,A,09/30/2024
S813512,A,09/30/2024
S812998,A,09/30/2024
S813510,A,09/30/2024
S811103,A,09/30/2024
S812924,A,09/30/2024
S812098,A,09/30/2024
S813191,A,09/30/2024
S812645,A,09/30/2024
S813244,A,09/30/2024
S813229,A,09/30/2024
S812999,A,09/30/2024
S811223,A,09/30/2024
S812776,A,09/30/2024
S812966,A,09/30/2024
S812180,A,09/30/2024
S813343,A,09/30/2024
S813203,A,09/30/2024
S812935,A,09/30/2024
S813004,A,09/30/2024
S812743,A,09/30/2024
S812255,A,09/30/2024
S812698,A,09/30/2024
S812886,A,09/30/2024
S813062,A,09/30/2024
S813717,A,09/30/2024
S810846,A,09/30/2024
S813314,A,09/30/2024
S813234,A,09/30/2024
S813621,A,09/30/2024
S812869,A,09/30/2024
S813423,A,09/30/2024
S812486,A,09/30/2024
S813394,A,09/30/2024
S813400,A,09/30/2024
S813835,A,09/30/2024
S814068,A,09/30/2024
S814044,A,09/30/2024
S813082,A,09/30/2024
S814016,A,09/30/2024
S813515,A,09/30/2024
S813289,A,09/30/2024
S811944,A,09/30/2024
S812306,A,09/30/2024
S813444,A,09/30/2024
S810913,A,09/30/2024
S812951,A,09/30/2024
S813111,A,09/30/2024
S813386,A,09/30/2024
S812224,A,09/30/2024
S812287,A,09/30/2024
S813024,A,09/30/2024
S813261,A,09/30/2024
S812774,A,09/30/2024
S813354,A,09/30/2024
S813294,A,09/30/2024
S813301,A,09/30/2024
S811508,A,09/30/2024
S812737,A,09/30/2024
S812836,A,09/30/2024
S812839,A,09/30/2024
S814121,A,10/08/2024
S813945,A,10/08/2024
S814565,A,10/08/2024
S813914,A,10/08/2024
S814243,A,10/08/2024
S814062,A,10/08/2024
S814018,A,10/08/2024
S814073,A,10/08/2024
S813678,A,10/08/2024
S814027,A,10/08/2024
S813701,A,10/08/2024
S813962,A,10/09/2024
S814218,A,10/09/2024
S813938,A,10/09/2024
S814404,A,10/09/2024
S814262,A,10/09/2024
S814451,A,10/09/2024
S814544,A,10/09/2024
S814210,A,10/09/2024
S814052,A,10/09/2024
S814278,A,10/09/2024
S814060,A,10/10/2024
S814269,A,10/10/2024
S814220,A,10/10/2024
S814377,A,10/10/2024
S812796,A,10/10/2024
S814430,A,10/10/2024
S812699,A,10/10/2024
S814310,A,10/10/2024
S814381,A,10/10/2024
S814090,A,10/10/2024
S814684,A,10/10/2024
S814607,A,10/10/2024
S814029,A,10/10/2024
S814105,A,10/10/2024
S814080,A,10/10/2024
S814264,A,10/10/2024
S814425,A,10/10/2024
S811643,A,10/10/2024
S814642,A,10/10/2024
S814125,A,10/10/2024
S814318,A,10/10/2024
S814127,A,10/10/2024
S814739,A,10/10/2024
S814099,A,10/10/2024
S814146,A,10/10/2024
S814764,A,10/11/2024
S814690,A,10/11/2024
S814134,A,10/11/2024
S814621,A,10/11/2024
S814653,A,10/11/2024
S814411,A,10/11/2024
S814277,A,10/11/2024
S813766,A,10/11/2024
S813875,A,10/11/2024
S814463,A,10/11/2024
S814474,A,10/11/2024
S813732,A,10/11/2024
S814727,A,10/11/2024
S814444,A,10/11/2024
S814353,A,10/11/2024
S814326,A,10/11/2024
S814477,A,10/11/2024
S814872,A,10/11/2024
S814907,A,10/11/2024
S814980,A,10/29/2024
S814829,A,10/14/2024
S814482,A,10/14/2024
S815041,A,10/14/2024
S814488,A,10/14/2024
S814332,A,10/14/2024
S814846,A,10/14/2024
S814570,A,10/14/2024
S815029,A,10/14/2024
S814750,A,10/14/2024
S814290,A,10/14/2024
S814870,A,10/14/2024
S814368,A,10/14/2024
S814281,A,10/14/2024
S814832,A,10/14/2024
S814692,A,10/14/2024
S814166,A,10/14/2024
S814990,A,10/14/2024
S813747,A,10/14/2024
S815024,A,10/15/2024
S814458,A,10/15/2024
S814836,A,10/15/2024
S814880,A,10/15/2024
S815210,A,10/15/2024
S814543,A,10/15/2024
S815247,A,10/15/2024
S815251,A,10/15/2024
S814093,A,10/15/2024
S815089,A,10/15/2024
S814908,A,10/15/2024
S814742,A,10/15/2024
S814456,A,10/15/2024
S814098,A,10/15/2024
S814203,A,10/15/2024
S815008,A,10/15/2024
S814173,A,10/15/2024
S814449,A,10/16/2024
S815125,A,10/16/2024
S815228,A,10/16/2024
S814820,A,10/16/2024
S815261,A,10/16/2024
S814416,A,10/16/2024
S815273,A,10/16/2024
S813741,A,10/16/2024
S815151,A,10/16/2024
S814645,A,10/16/2024
S813673,A,10/16/2024
S814028,A,10/16/2024
S814508,A,10/16/2024
S814623,A,10/16/2024
S814703,A,10/16/2024
S814294,A,10/16/2024
S815217,A,10/16/2024
S814562,A,10/16/2024
S814401,A,10/16/2024
S815148,A,10/16/2024
S815135,A,10/16/2024
S814293,A,10/16/2024
S814403,A,10/16/2024
S815207,A,10/16/2024
S815267,A,10/16/2024
S815282,A,10/16/2024
S815402,A,10/17/2024
S813223,A,10/17/2024
S813837,A,10/17/2024
S815498,A,10/17/2024
S815093,A,10/17/2024
S814993,A,10/17/2024
S814998,A,10/17/2024
S815102,A,10/17/2024
S815602,A,10/17/2024
S814704,A,10/17/2024
S814693,A,10/17/2024
S815411,A,10/17/2024
S814948,A,10/17/2024
S815467,A,10/17/2024
S814873,A,10/18/2024
S815039,A,10/18/2024
S814340,A,10/18/2024
S811744,A,10/18/2024
S814921,A,10/18/2024
S814047,A,10/18/2024
S815069,A,10/18/2024
S813318,A,10/18/2024
S814478,A,10/18/2024
S815338,A,10/18/2024
S815087,A,10/18/2024
S815250,A,10/18/2024
S815345,A,10/18/2024
S815147,A,10/18/2024
S814384,A,10/18/2024
S815502,A,10/18/2024
S814860,A,10/18/2024
S815545,A,10/18/2024
S815154,A,10/18/2024
S813975,A,10/18/2024
S814595,A,10/18/2024
S814875,A,10/18/2024
S815431,A,10/18/2024
S815165,A,10/18/2024
S814842,A,10/18/2024
S814360,A,10/18/2024
S815360,A,10/18/2024
S815005,A,10/18/2024
S814246,A,10/18/2024
S815422,A,10/21/2024
S814432,A,10/21/2024
S815262,A,10/21/2024
S815386,A,10/21/2024
S814309,A,10/21/2024
S815027,A,10/21/2024
S815037,A,10/23/2024
S814083,A,10/23/2024
S812930,A,10/23/2024
S815342,A,10/23/2024
S814010,A,10/23/2024
S814966,A,10/23/2024
S815517,A,10/23/2024
S814539,A,10/23/2024
S814839,A,10/24/2024
S815104,A,10/24/2024
S813520,A,10/24/2024
S815375,A,10/24/2024
S814665,A,10/24/2024
S815534,A,10/24/2024
S815000,A,10/24/2024
S815171,A,10/24/2024
S815201,A,10/24/2024
S814490,A,10/24/2024
S814446,A,10/24/2024
S815075,A,10/24/2024
S815776,A,10/24/2024
S814890,A,10/24/2024
S815516,A,10/24/2024
S815285,A,10/24/2024
S815344,A,10/24/2024
S815284,A,10/24/2024
S815146,A,10/24/2024
S815582,A,10/24/2024
S814540,A,10/25/2024
S815166,A,10/25/2024
S813748,A,10/25/2024
S815784,A,10/25/2024
S814668,A,10/25/2024
S815568,A,10/25/2024
S815098,A,10/25/2024
S815418,A,10/25/2024
S815778,A,10/25/2024
S814932,A,10/25/2024
S815153,A,10/25/2024
S815241,A,10/25/2024
S815928,A,10/25/2024
S815984,A,10/25/2024
S815526,A,10/25/2024
S815265,A,10/25/2024
S815231,A,10/25/2024
S815503,A,10/29/2024
S814814,A,10/25/2024
S815556,A,10/25/2024
S813903,A,10/25/2024
S815765,A,10/25/2024
S815268,A,10/25/2024
S815839,A,10/25/2024
S815417,A,10/25/2024
S815060,A,10/25/2024
S815651,A,10/25/2024
S815618,A,10/25/2024
S815777,A,10/25/2024
S815675,A,10/25/2024
S814757,A,10/25/2024
S815737,A,10/25/2024
S815672,A,10/25/2024
S814392,A,10/25/2024
S814604,A,10/25/2024
S814760,A,10/25/2024
S815349,A,10/25/2024
S815923,A,10/25/2024
S815639,A,10/25/2024
S815673,A,10/25/2024
S815786,A,10/25/2024
S815358,A,10/25/2024
S816002,A,10/25/2024
S815574,A,10/25/2024
S815834,A,10/25/2024
S815097,A,10/28/2024
S815922,A,10/28/2024
S815788,A,10/28/2024
S816007,A,10/28/2024
S814981,A,10/28/2024
S814947,A,10/28/2024
S815084,A,10/28/2024
S815527,A,10/28/2024
S815706,A,10/28/2024
S815056,A,10/28/2024
S815215,A,10/28/2024
S816307,A,10/28/2024
S816322,A,10/28/2024
S815583,A,10/28/2024
S816032,A,10/28/2024
S813175,A,10/28/2024
S815762,A,10/28/2024
S814445,A,10/28/2024
S814541,A,10/28/2024
S815725,A,10/28/2024
S815876,A,10/28/2024
S816120,A,10/28/2024
S815862,A,10/28/2024
S813924,A,10/28/2024
S814244,A,10/28/2024
S816278,A,10/28/2024
S816058,A,10/28/2024
S816351,A,10/28/2024
S815614,A,10/28/2024
S816343,A,10/28/2024
S815202,A,10/31/2024
S816287,A,10/29/2024
S815991,A,10/29/2024
S815805,A,10/29/2024
S815198,A,10/29/2024
S815884,A,10/29/2024
S816067,A,10/29/2024
S814402,A,10/29/2024
S814172,A,10/29/2024
S815669,A,10/29/2024
S816056,A,10/29/2024
S814123,A,10/29/2024
S815182,A,10/29/2024
S814270,A,10/29/2024
S815905,A,10/29/2024
S816252,A,10/29/2024
S814669,A,10/29/2024
S815494,A,10/29/2024
S814746,A,10/29/2024
S815678,A,10/29/2024
S815074,A,10/29/2024
S815910,A,10/29/2024
S816197,A,10/29/2024
S815757,A,10/29/2024
S816060,A,10/29/2024
S815925,A,10/30/2024
S814935,A,10/30/2024
S815803,A,10/30/2024
S816293,A,10/30/2024
S815988,A,10/30/2024
S815867,A,10/30/2024
S816222,A,10/30/2024
S815384,A,10/30/2024
S816168,A,10/30/2024
S816192,A,10/30/2024
S816597,A,10/30/2024
S815659,A,10/30/2024
S815930,A,10/30/2024
S816622,A,10/30/2024
S816428,A,10/30/2024
S815710,A,10/30/2024
S814494,A,10/30/2024
S815378,A,10/30/2024
S816318,A,10/30/2024
S816248,A,10/30/2024
S816304,A,10/30/2024
S816263,A,10/30/2024
S815832,A,10/30/2024
S815316,A,10/30/2024
S815958,A,10/30/2024
S816612,A,10/30/2024
S816167,A,10/30/2024
S816237,A,10/30/2024
S815589,A,10/30/2024
S816408,A,10/30/2024
S814212,A,10/31/2024
S816951,A,10/31/2024
S815843,A,10/31/2024
S816722,A,10/31/2024
S814468,A,10/31/2024
S814304,A,10/31/2024
S816143,A,10/31/2024
S817044,A,10/31/2024
S817192,A,10/31/2024
S817070,A,10/31/2024
S816565,A,10/31/2024
S814844,A,10/31/2024
S814097,A,10/31/2024
S816757,A,10/31/2024
S815708,A,10/31/2024
S816965,A,10/31/2024
S816392,A,10/31/2024
S815994,A,10/31/2024
S816370,A,10/31/2024
S816678,A,10/31/2024
S816008,A,10/31/2024
S817199,A,10/31/2024
S815063,A,10/31/2024
S815909,A,10/31/2024
S816703,A,10/31/2024
S817017,A,10/31/2024
S816360,A,10/31/2024
S814972,A,10/31/2024
S814184,A,10/31/2024
S815827,A,10/31/2024
S814207,A,10/31/2024
S816644,A,10/31/2024
S816956,A,10/31/2024
S816242,A,10/31/2024
S814983,A,10/31/2024
S816154,A,10/31/2024
S815740,A,10/31/2024
S817002,A,10/31/2024
S814214,A,10/31/2024
S817005,A,10/31/2024
S814325,A,10/31/2024
S815085,A,10/31/2024
S816035,A,10/31/2024
S816556,A,10/31/2024
S816996,A,10/31/2024
S816173 ,A,10/31/2024
S817042,A,10/31/2024
S817032,A,10/31/2024
S814837,A,10/31/2024
S815426,A,10/31/2024
S817008,A,10/31/2024
S816352,A,10/31/2024
S817031,A,10/31/2024
S816761,A,10/31/2024
S816696,A,10/31/2024
S814817,A,10/31/2024
S814345,A,10/31/2024
S816974,A,10/31/2024
S815199,A,10/31/2024
S817197,A,10/31/2024
S816410,A,10/31/2024
S814821,A,10/31/2024
S816415,A,10/31/2024
S817109,A,10/31/2024
S816394,A,10/31/2024
S816750,A,10/31/2024
S817086,A,10/31/2024
S817126,A,10/31/2024
S814620,A,10/31/2024
S817080,A,10/31/2024
S815134,A,10/31/2024
S816393,A,10/31/2024
S816037,A,10/31/2024
S817004,A,10/31/2024
S815242,A,10/31/2024
S816753,A,10/31/2024
S816023,A,10/31/2024
S816869,A,10/31/2024
S816418,A,10/31/2024
S814151,A,10/31/2024
S816113,A,10/31/2024
S817210,A,10/31/2024
S817087,A,10/31/2024
S814803,A,10/31/2024
S817020,A,10/31/2024
S816372,A,10/31/2024
S815510,A,10/31/2024
S816902,A,10/31/2024
S816903,A,10/31/2024
S817112,A,10/31/2024
S815544,A,10/31/2024
S816739,A,10/31/2024
S816665,A,10/31/2024
S816038,A,10/31/2024
S816070,A,10/31/2024
S816551,A,10/31/2024
S816289,A,10/31/2024
S816123,A,10/31/2024
S816313,A,10/31/2024
S816463,A,10/31/2024
S816377,A,10/31/2024
S815164,A,10/31/2024
S816867,A,10/31/2024
S816350,A,10/31/2024
S817073,A,10/31/2024
S817007,A,10/31/2024
S816954,A,10/31/2024
S817063,A,10/31/2024
S816611,A,10/31/2024
S817111,A,10/31/2024
S816920,A,10/31/2024
S816810,A,10/31/2024
S816602,A,10/31/2024
S816731,A,10/31/2024
S816785,A,10/31/2024
S816818,A,10/31/2024
S816854,A,10/31/2024
S816198,A,10/31/2024
S816374,A,10/31/2024
S814132,A,10/31/2024
S815768,A,10/31/2024
S815454,A,10/31/2024
S816425,A,10/31/2024
S814092,A,10/31/2024
S815088,A,10/31/2024
S815560,A,10/31/2024
S817102,A,10/31/2024
S816349,A,10/31/2024
S814528,A,10/31/2024
S816414,A,10/31/2024
S813723,A,10/31/2024
S815439,A,10/31/2024
S816736,A,10/31/2024
S816905,A,10/31/2024
S816258,A,10/31/2024
S815229,A,10/31/2024
S816608,A,10/31/2024
S816961,A,10/31/2024
S816088,A,10/31/2024
S816914,A,10/31/2024
S815359,A,10/31/2024
S816447,A,10/31/2024
S815581,A,10/31/2024
S816229,A,10/31/2024
S816245,A,10/31/2024
S816689,A,10/31/2024
S816448,A,10/31/2024
S815642,A,10/31/2024
S816994,A,10/31/2024
S814765,A,10/31/2024
S816454,A,10/31/2024
S816358,A,10/31/2024
S816842,A,10/31/2024
S815956,A,10/31/2024
S816969,A,10/31/2024
S816478,A,10/31/2024
S815760,A,10/31/2024
